Food Group,Food_Protein,Protein (g),Food Group,Food_Fat,Total Fat (g),Food Group,Food_Fiber,Total Dietary Fiber(g),Food Group,Food_CHO,CHO (g),Food Group,Food_Energy,Energy (kcals),Food Group,Food_Thiamine,Thaimine (mg),Food Group,Food_Riboflavin,Riboflavin (mg),Food Group,Food_Niacin,Niacin (mg),Food Group,Food_Pantothenic ,Pantothenic acid (mg),Food Group,Food_B6,Total B6 (mg),Food Group,Food_Biotin,Biotin (B7) (mcg),Food Group,Food_folates,Total folates (mcg),Food Group,Food_ascorbic,Total ascorbic acid (mg),Food Group,Food_Ergocalciferol,Ergocalciferol D2 (mcg),Food Group,Food_Vit_E,Vit E (mg),Food Group,Food_Vit_K1,Vit K1 (mcg),Food Group,Food Name,beta- carotene (mcg),Food Group,Food Name,Calcium (mg),Food Group,Food Name,Chromium (mg),Food Group,Food Name,Iron (mg),Food Group,Food Name,Magnesium (mg),Food Group,Food Name,Manganese (mg),Food Group,Food Name,Molebdeum (mg),Food Group,Food Name,Phosphorus (mg),Food Group,Food Name,Potassium (mg),Food Group,Food Name,Selenium (mcg),Food Group,Food Name,Sodium (mg),Food Group,Food Name,Zinc (mg),Food Group,Food Name,Linoleic (mg),Food Group,Food Name,alpha- linolenic (mg),Food Group,Food Name,Arachidonic (mg),Food Group,Food Name,Histidine (g),Food Group,Food Name,Isoleucine (g),Food Group,Food_Luecine,Luecine (g),Food Group,Food_Lysine,Lysine (g),Food Group,Food_Methionine,Methionine (g),Food Group,Food_Cystine,Cystine (g),Food Group,Food_Phenylalanine,Phenylalanine (g),Food Group,Food_Threonine,Threonine (g),Food Group,Food_Tryptophan,Tryptophan (g),Food Group,Food_Valine,Valine (g)
OV,Ash gourd,0.79,CSF,"Onion, small",0.16,OV,"Tinda, tender",2,GLV,"Amaranth leaves, green",2.87,F,"Papaya, ripe ",23.9006,OV,Ash gourd,0.03,OV,"Pumpkin, green, cylindrical",0.02,F,Pummelo,0.23,F,Phalsa ,0.17,OV,Bitter gourd,0.05,GL,"Soya bean, brown",0.73,RT,Water Chestnut,9.8,CSD,Cloves,0,F,"Banana, ripe, poovam ",0.24,OV,Celery stalk,0.03,CM,Barley,1.85,GL,Ricebean,0,CM,"Rice, raw, brown",10.93,NOS,Cashew nut ,0.002,OV,"Bamboo shoot, tender",0.33,F,"Guava, pink flesh ",13.26,OV,"Tomato, ripe, hybrid",0.09,OV,Celery stalk,0,F,"Banana, ripe, montham",20.85,F,"Palm fruit, tender ",158,OV,"French beans, hybrid",0,OV,"Kovai, big",1.53,F,"Banana, ripe, robusta ",0.14,CM,Rice puffed,43.42,CM,"Rice, raw, milled",9.51,CM,"Rice, raw, milled",0,OV,Brinjal-1,1.58,OV,"Tomato, ripe, hybrid",2.29,OV,Celery stalk,4.44,CM,"Wheat, semolina",2.54,RT,"Radish, elongate, white skin",0.77,GL,"Field bean, black",0.59,F,Wood Apple ,2.98,NOS,"Arecanut, fresh (Areca catechu)",2.89,OV,"Ridge gourd, smooth skin",0.69,NOS,"Arecanut, dried, red color",3.33
F,Star fruit ,0.79,RT,"Radish, round, red skin",0.16,F,"Mango, ripe, paheri",1.97,OV,"Colocasia, stem, black",2.86,OV,"Papaya, raw",23.9006,F,"Water melon, pale green ",0.03,F,"Water melon, dark green (sugar baby)",0.02,RT,"Carrot, orange",0.22,F,Plum,0.16,CM,Ragi,0.05,F,"Raisins, dried, black",0.73,F,"Tamarind, pulp",9.79,CSD,Mace,0,RT,"Yam, ordinary",0.23,F,"Dates, dry, dark brown ",0.03,NOS,Cashew nut ,1.83,GL,"Field bean, black",0,F,Phalsa ,10.88,RT,"Sweet potato, pink skin",0.002,F,"Guava, white flesh ",0.32,S,"Sugarcane, juice ",13.03,MMP,Khoa,0.08,F,"Mango, ripe, paheri",0,F,"Lime, sweet,pulp ",20.55,OV,"Capsicum, green",154,F,"Banana, ripe, robusta ",0,NOS,Almond ,1.5,GLV,"Cabbage, violet",0.13,GLV,"Knol-Khol, leaves",43,OV,"Peas, fresh",9.49,OV,"Peas, fresh",0,OV,"Tomato, ripe, hybrid",1.58,S,"Jaggery, cane ",2.27,F,"Papaya, ripe ",4.43,RT,"Carrot, red",2.53,GLV,Beet greens,0.76,OV,"Field beans, tender, broad",0.59,F,Peach,2.95,CM,"Maize, tender, sweet",2.88,OV,"Plantain, green",0.68,F,"Musk melon, orange flesh",3.33
RT,"Radish, elongate, white skin",0.77,OV,"Pumpkin, green, cylindrical",0.16,F,"Banana, ripe, robusta ",1.94,OV,Ash gourd,2.84,F,Goosberry ,23.661594,OV,Celery stalk,0.03,F,"Water melon, pale green ",0.02,GLV,Cauliflower leaves,0.21,OV,"Pumpkin, green, cylindrical",0.16,OV,Brinjal-1,0.05,CM,Jowar,0.7,CM,"Rice, parboiled, milled",9.75,NOS,Pine seed,0,F,"Banana, ripe, robusta ",0.22,GLV,"Cabbage, violet",0.03,F,Black berry (Rubus fruticosus),1.82,GL,"Field bean, brown",0,F,Karonda fruit ,10.81,F,Avocado fruit ,0.002,F,Plum,0.31,F,Pineapple ,12.68,RT,"Radish, round, red skin",0.08,OV,"Mango, green, raw",0,OV,"Colocasia, stem, black",20.31,F,"Mango, ripe, paheri",153,OV,Brinjal-1,0,F,Wood Apple ,1.48,OV,Ash gourd,0.13,OV,Broad beans,42.97,OV,"Bamboo shoot, tender",9.24,OV,"Bamboo shoot, tender",0,GLV,"Cabbage, green",1.56,F,"Papaya, ripe ",2.27,NOS,"Arecanut, dried, brown ",4.43,S,"Sugarcane, juice ",2.53,CSF,"Garlic, small clove",0.76,GL,"Black gram, whole",0.58,OV,Celery stalk,2.92,GL,"Black gram, whole",2.87,OV,"Plantain, stem",0.67,OV,Brinjal-1,3.32
OV,"Tomato, ripe, hybrid",0.76,OV,"Cucumber, green, elongate",0.16,F,Mangosteen ,1.87,GLV,Radish leaves,2.77,F,"Musk melon, orange flesh",23.183582,F,"Dates, dry, dark brown ",0.02,RT,Water Chestnut,0.02,CSF,"Onion, small",0.21,F,"Jack fruit, ripe",0.16,NOS,"Garden cress, seeds ",0.05,GL,"Field bean, white",0.68,CM,"Rice, raw, milled",9.32,CM,Barley,0,F,Pineapple ,0.21,MMP,Khoa,0.03,CM,"Amaranth seed, black",1.8,M,"Button mushroom, fresh ",0,F,"Pomegranate, maroon seeds",10.65,OV,"Peas, fresh",0.002,F,"Pomegranate, maroon seeds",0.31,F,"Mango, ripe, kesar ",12.53,OV,"Cucumber, green, elongate",0.08,F,"Guava, white flesh ",0,F,"Grapes, seedless, round, green ",20.27,S,"Sugarcane, juice ",150,F,"Jack fruit, ripe",0,F,"Orange, pulp ",1.47,F,"Cherries, red ",0.12,GLV,"Cabbage, green",42.8,OV,"Cucumber, green, elongate",8.63,OV,"Cucumber, green, elongate",0,RT,"Potato, brown skin, big",1.56,F,Custard apple ,2.26,F,"Raisins, dried, golden ",4.26,OV,Knol - Khol,2.5,CSF,"Garlic, big clove",0.75,GL,"Field bean, white",0.57,RT,"Carrot, orange",2.84,NOS,"Arecanut, dried, red color",2.86,F,Phalsa ,0.66,F,"Dates, dry, dark brown ",3.3
F,"Lime, sweet,pulp ",0.76,MF,Coconut Water,0.16,OV,"Ridge gourd, smooth skin",1.85,OV,"Field beans, tender, broad",2.75,OV,"Pumpkin, green, cylindrical",23.183582,MMP,Paneer,0.02,OV,"Mango, green, raw",0.02,OV,"Ridge gourd, smooth skin",0.21,F,Mangosteen ,0.15,F,"Lime, sweet,pulp ",0.05,GL,"Field bean, black",0.66,F,Strawberry ,8.91,NOS,"Garden cress, seeds ",0,GLV,"Cabbage, green",0.21,F,"Raisins, dried, golden ",0.02,CM,"Maize, tender, sweet",1.8,OV,Knol - Khol,0,F,Plum,10.65,RT,"Sweet potato, brown skin",0.002,OV,"Jack fruit, raw",0.31,F,Mangosteen ,12,F,Sapota ,0.08,F,"Mango, ripe, kesar ",0,F,Black berry (Rubus fruticosus),20.08,CM,Rice flakes,148,F,Custard apple ,0,OV,"Bean scarlet, tender",1.46,OV,"Tomato, ripe, hybrid",0.11,F,"Jambu fruit, ripe",42.4,F,"Currants, black ",8.47,F,"Currants, black ",0,CSF,"Onion, small",1.53,CSF,"Garlic, big clove",2.25,NOS,"Arecanut, dried, red color",4.26,F,"Dates, dry, pale brown ",2.44,GLV,Mustard leaves,0.74,GL,"Cowpea, brown",0.57,OV,"Pumpkin, green, cylindrical",2.84,CSD,Fenugreek seeds,2.85,F,"Jack fruit, ripe",0.62,F,"Guava, white flesh ",3.27
OV,"Cucumber, green, elongate",0.71,F,"Water melon, dark green (sugar baby)",0.16,GLV,Radish leaves,1.82,OV,"French beans, hybrid",2.68,GLV,"Cabbage, violet",23.183582,RT,Water Chestnut,0.02,OV,"Plantain, stem",0.02,RT,Beet root,0.21,RT,"Radish, elongate, white skin",0.15,F,Black berry (Rubus fruticosus),0.05,F,"Tamarind, pulp",0.66,F,"Grapes, seedless, round, black",8.89,CM,"Wheat, whole",0,OV,"Colocasia, stem, black",0.21,F,Peach,0.02,F,"Lemon, juice",1.8,NOS,Almond ,0,OV,"Bamboo shoot, tender",10,F,"Lemon, juice",0.002,M,"Button mushroom, fresh ",0.29,OV,"Tomato, ripe, hybrid",11.86,OV,"Pumpkin, green, cylindrical",0.08,F,Wood Apple ,0,F,Peach,19.08,OV,"Mango, green, raw",147,OV,Ladies finger,0,F,"Currants, black ",1.45,F,Black berry (Rubus fruticosus),0.11,OV,"Bamboo shoot, tender",42.23,RT,Colocasia,8.4,RT,Colocasia,0,F,Peach,1.53,F,"Apricot, dried ",2.25,F,Goosberry ,4.25,CM,Samai,2.42,NOS,Safflower seeds ,0.74,F,"Banana, ripe, robusta ",0.57,CSF,"Onion, big",2.77,OV,"Papaya, raw",2.85,OV,"Tinda, tender",0.62,NOS,"Arecanut, dried, brown ",3.25
F,"Orange, pulp ",0.7,F,"Water melon, pale green ",0.16,OV,Ridge gourd,1.81,GLV,Bathua leaves,2.56,OV,Cauliflower,22.944576,OV,"Mango, green, raw",0.02,RT,"Radish, elongate, white skin",0.02,F,"Pomegranate, maroon seeds",0.2,F,Peach,0.15,F,Plum,0.05,GL,"Red gram, whole",0.65,F,Karonda fruit ,8.72,CM,"Wheat flour, atta",0,F,"Banana, ripe, montham",0.2,F,"Musk melon, yellow flesh ",0.02,CM,"Wheat, whole",1.75,F,Peach,0,F,"Musk melon, orange flesh",9.8,CSF,"Onion, small",0.002,OV,"Pumpkin, green, cylindrical",0.29,OV,"Capsicum, green",11.84,F,Pear ,0.08,RT,Tapioca,0,MF,Coconut Water,18.05,F,Pineapple ,143,NOS,"Garden cress, seeds ",0,F,"Mango, ripe, kesar ",1.43,F,"Water melon, dark green (sugar baby)",0.1,F,"Pomegranate, maroon seeds",39.16,OV,Drumstick,8.07,OV,Drumstick,0,CSD,Pippali,1.46,CSF,"Garlic, small clove",2.24,F,"Apricot, dried ",4.22,CM,"Wheat, bulgur",2.42,F,"Raisins, dried, golden ",0.74,OV,Ladies finger,0.57,F,"Palm fruit, tender ",2.76,NOS,Almond ,2.82,NOS,"Coconut, kernel, dry ",0.62,NOS,Cashew nut ,3.23
OV,"Mango, green, raw",0.69,F,Pineapple ,0.16,GLV,Lettuce,1.79,GLV,Mustard leaves,2.41,GLV,Lettuce,21.749546,CSF,Mango ginger,0.02,OV,"Plantain, flower",0.02,OV,Ridge gourd,0.2,CM,Barley,0.14,OV,"Pumpkin, green, cylindrical",0.05,GL,"Green gram, dal",0.65,NOS,"Arecanut, dried, red color",8.57,CSD,Cumin seedS,0,GLV,"Cabbage, violet",0.19,F,Avocado fruit ,0.02,GL,"Cowpea, brown",1.75,NOS,"Arecanut, dried, red color",0,RT,"Potato, brown skin, big",9.52,S,"Sugarcane, juice ",0.002,F,Peach,0.28,F,"Musk melon, orange flesh",11.62,F,Fig ,0.07,OV,"Corn, Baby",0,F,"Papaya, ripe ",17.73,F,"Mango, ripe, kesar ",143,F,"Grapes, seedless, round, black",0,F,Pineapple ,1.43,F,Plum,0.1,OV,"Pumpkin, green, cylindrical",38.94,CM,"Maize, tender, sweet",7.65,CM,"Maize, tender, sweet",0,CSD,Nutmeg,1.43,CSD,Nutmeg,2.23,OV,"Tomato, ripe, hybrid",4.18,CM,"Wheat flour, atta",2.42,GL,"Horse gram, whole",0.73,OV,Cauliflower,0.56,F,Plum,2.75,NOS,"Arecanut, dried, brown ",2.81,OV,Parwar,0.59,CSF,"Garlic, big clove",3.17
F,"Mango, ripe, paheri",0.68,F,"Papaya, ripe ",0.16,RT,"Potato, brown skin, big",1.71,CSF,Mint leaves,2.39,GLV,"Cabbage, green",21.51054,OV,"Plantain, stem",0.02,F,Black berry (Rubus fruticosus),0.02,OV,"Jack fruit, raw",0.19,GLV,Radish leaves,0.14,F,"Musk melon, orange flesh",0.05,CM,Bajra,0.64,MMP,"Milk,Whole,Buffollo",8.57,CM,"Amaranth seed, black",0,RT,"Potato, brown skin, big",0.19,CSD,Fenugreek seeds,0.02,F,"Musk melon, yellow flesh ",1.74,NOS,"Arecanut, dried, brown ",0,CM,Rice flakes,9.19,NOS,Pine seed,0.002,F,Phalsa ,0.28,F,Star fruit ,11.53,F,"Grapes, seedless, round, green ",0.07,OV,"Capsicum, yellow",0,F,"Musk melon, orange flesh",17.28,CM,"Rice, parboiled, milled",142,F,Fig ,0,GL,"Field bean, brown",1.41,F,"Mango, ripe, kesar ",0.1,F,"Orange, pulp ",36.52,F,Karonda fruit ,7.48,F,Karonda fruit ,0,OV,Celery stalk,1.43,F,Plum,2.2,RT,"Carrot, red",4.14,MMP,Khoa,2.41,F,Goosberry ,0.73,NOS,"Arecanut, dried, red color",0.55,F,"Apricot, dried ",2.73,F,"Musk melon, yellow flesh ",2.81,S,"Jaggery, cane ",0.59,OV,"Papaya, raw",3.16
F,Pummelo,0.68,OV,"Plantain, stem",0.16,OV,"Tomato, green",1.62,OV,Celery stalk,2.33,OV,"Plantain, flower",21.271534,CSF,Mint leaves,0.02,CSD,Asafoetida,0.01,F,"Cherries, red ",0.19,CSD,Asafoetida,0.14,CM,Samai,0.04,CSF,"Chillies, green - all varieties",0.63,F,"Currants, black ",8.48,NOS,"Arecanut, fresh (Areca catechu)",0,F,Custard apple ,0.18,F,"Raisins, dried, black",0.02,F,"Raisins, dried, golden ",1.71,NOS,"Arecanut, fresh (Areca catechu)",0,F,"Musk melon, yellow flesh ",9.02,CSF,Mango ginger,0.002,F,"Banana, ripe, robusta ",0.28,OV,"Colocasia, stem, black",11.07,F,Star fruit ,0.06,F,Custard apple ,0,OV,"Plantain, stem",16.31,CM,Rice puffed,140,F,Goosberry ,0,OV,"Corn, Baby",1.4,F,Pineapple ,0.1,GLV,Garden cress,34.61,NOS,"Arecanut, dried, brown ",7.42,NOS,"Arecanut, dried, brown ",0,GLV,Garden cress,1.42,OV,"Bamboo shoot, tender",2.19,F,"Musk melon, orange flesh",4.09,F,"Grapes, seedless, round, green ",2.38,NOS,Walnut,0.73,OV,Broad beans,0.55,F,"Water melon, pale green ",2.69,CSD,Asafoetida,2.74,RT,"Radish, round, red skin",0.58,CSD,Nutmeg,3.12
MF,Coconut Water,0.65,F,Goosberry ,0.16,OV,"Tomato, ripe, hybrid",1.58,OV,Bitter gourd,2.29,OV,"Tomato, green",20.793522,GLV,Beet greens,0.02,CSD,Turmeric powder,0.01,OV,"Plantain, stem",0.18,CSF,"Onion, small",0.14,GLV,"Betel leaves, big (kolkata)",0.04,GL,"Rajmah, black",0.63,CM,Rice flakes,8.46,CM,"Wheat, bulgur",0,RT,Beet root,0.18,OV,Ash gourd,0.02,GL,"Cowpea, white",1.7,F,"Palm fruit, tender ",0,CM,"Maize, dry",8.91,F,Karonda fruit ,0.002,F,Mangosteen ,0.28,F,"Pomegranate, maroon seeds",11.07,F,Plum,0.06,F,"Cherries, red ",0,OV,"Tomato, ripe, hybrid",15.45,F,Strawberry ,140,F,Black berry (Rubus fruticosus),0,F,Goosberry ,1.37,F,Peach,0.1,S,"Jaggery, cane ",33.1,F,"Guava, pink flesh ",7.29,F,"Guava, pink flesh ",0,F,Pear ,1.39,CSD,"Cardamom, green",2.15,CSF,"Garlic, small clove",4.07,F,"Palm fruit, tender ",2.35,GLV,"Betel leaves, big (kolkata)",0.72,GL,Lentil dal,0.55,OV,Bitter gourd,2.6,CM,"Wheat, semolina",2.71,F,Pear ,0.58,CSD,Mace,3.09
F,Plum,0.64,OV,Broad beans,0.15,OV,"Bamboo shoot, tender",1.55,OV,"Ridge gourd, smooth skin",2.24,F,"Water melon, dark green (sugar baby)",20.31551,RT,"Radish, elongate, white skin",0.02,RT,"Potato, brown skin, big",0.01,GLV,Lettuce,0.17,CSD,Turmeric powder,0.13,MMP,Paneer,0.04,NOS,"Coconut, kernel, fresh ",0.63,F,Star fruit ,8.43,CSD,Asafoetida,0,RT,Tapioca,0.13,OV,Cauliflower,0.02,F,"Tamarind, pulp",1.67,RT,Water Chestnut,0,OV,"Tomato, ripe, hybrid",8.9,RT,"Potato, brown skin, big",0.002,OV,"Plantain, stem",0.26,F,"Orange, pulp ",11.05,F,Peach,0.05,MMP,Paneer,0,F,"Mango, ripe, paheri",15.18,F,"Water melon, pale green ",126,OV,"Kovai, big",0,GL,"Field bean, black",1.35,OV,"Mango, green, raw",0.09,F,"Currants, black ",30.58,CM,"Rice, parboiled, milled",7.18,CM,"Rice, parboiled, milled",0,RT,"Carrot, orange",1.38,CSD,Cloves,2.13,OV,Knol - Khol,4.04,CM,Jowar,2.31,CSD,Asafoetida,0.7,OV,"French beans, hybrid",0.53,F,Pineapple ,2.59,NOS,"Niger seeds, black ",2.7,CM,"Maize, tender, local",0.58,OV,"Tomato, green",3.09
F,Mangosteen ,0.63,F,"Tamarind, pulp",0.15,F,"Musk melon, orange flesh",1.51,GLV,Fenugreek leaves,2.17,OV,"Capsicum, red",19.837498,OV,"Papaya, raw",0.02,S,"Jaggery, cane ",0.01,F,"Lime, sweet,pulp ",0.17,F,"Palm fruit, tender ",0.13,F,"Papaya, ripe ",0.04,F,"Pomegranate, maroon seeds",0.6,F,"Grapes, seedless, round, green ",8.31,CM,"Maize, dry",0,MMP,Paneer,0.13,OV,"Cucumber, green, elongate",0.02,F,Goosberry ,1.64,CSF,"Garlic, small clove",0,F,"Banana, ripe, poovam ",8.75,CM,"Maize, tender, sweet",0.002,F,Pineapple ,0.25,F,"Papaya, ripe ",10.97,F,"Apple, small, Kashmir ",0.05,OV,Parwar,0,OV,"Mango, green, raw",14.92,OV,"Ridge gourd, smooth skin",125,F,Pummelo,0,NOS,Walnut,1.33,F,"Musk melon, yellow flesh ",0.09,OV,"Ridge gourd, smooth skin",29.79,RT,Beet root,6.98,RT,Beet root,0,F,Pineapple ,1.37,F,"Lime, sweet,pulp ",2.12,NOS,Almond ,4.02,CSF,"Ginger, fresh",2.31,GL,"Peas, dry",0.68,GL,"Field bean, brown",0.52,F,"Water melon, dark green (sugar baby)",2.58,MF,Coconut Water,2.69,CM,"Maize, dry",0.57,F,"Musk melon, yellow flesh ",3.06
F,"Grapes, seedless, round, green ",0.62,F,"Jack fruit, ripe",0.15,F,"Musk melon, yellow flesh ",1.49,OV,"Plantain, flower",2.15,OV,"Cucumber, green, elongate",19.598492,OV,"Plantain, flower",0.02,CSF,"Onion, big",0.01,OV,"Colocasia, stem, black",0.16,F,"Musk melon, orange flesh",0.13,MMP,"Milk,Whole,Buffollo",0.04,CM,"Rice, raw, milled",0.6,M,"Button mushroom, fresh ",8.28,CM,"Wheat, semolina",0,CSF,"Onion, small",0.12,S,"Sugarcane, juice ",0.02,F,"Raisins, dried, black",1.63,NOS,"Coconut, kernel, dry ",0,OV,"Tomato, green",8.49,F,Strawberry ,0.001,GLV,"Cabbage, violet",0.24,F,"Grapes, seedless, round, black",10.8,F,"Jambu fruit, ripe",0.04,F,"Pomegranate, maroon seeds",0,F,Pummelo,13.99,F,"Water melon, dark green (sugar baby)",124,F,"Grapes, seedless, round, green ",0,NOS,Pine seed,1.31,F,"Musk melon, orange flesh",0.09,OV,Ridge gourd,28.66,CSF,"Onion, big",6.63,CSF,"Onion, big",0,RT,"Carrot, red",1.34,CSF,"Onion, big",2.08,F,Pineapple ,3.97,F,"Lime, sweet,pulp ",2.31,F,"Papaya, ripe ",0.68,S,"Sugarcane, juice ",0.52,GLV,"Cabbage, green",2.56,GLV,"Cabbage, violet",2.67,F,"Musk melon, orange flesh",0.56,MF,Coconut Water,3.02
F,"Water melon, dark green (sugar baby)",0.6,F,"Pomegranate, maroon seeds",0.15,F,Litchi ,1.34,OV,"Capsicum, red",2.14,GLV,Basella leaves,19.598492,OV,"Cucumber, green, elongate",0.02,F,Wood Apple ,0.01,OV,"Onion, stalk",0.14,OV,"Mango, green, raw",0.13,OV,"Jack fruit, raw",0.04,OV,"Plantain, green",0.6,F,Goosberry ,7.86,NOS,Cashew nut ,0,MMP,Khoa,0.12,OV,Ridge gourd,0.02,CM,"Wheat flour, atta",1.5,RT,Tapioca,0,CM,"Rice, parboiled, milled",8.11,F,Pummelo,0.001,OV,Knol - Khol,0.24,MMP,"Milk,Whole,Buffollo",10.05,F,"Lime, sweet,pulp ",0.04,F,"Currants, black ",0,F,Plum,13.83,OV,Ridge gourd,118,OV,"Tomato, ripe, hybrid",0,F,"Banana, ripe, montham",1.25,F,"Grapes, seedless, round, black",0.09,F,"Mango, ripe, kesar ",24.29,F,"Jambu fruit, ripe",6.37,F,"Jambu fruit, ripe",0,CSF,"Garlic, big clove",1.33,GLV,"Betel leaves, big (kolkata)",2.05,F,Plum,3.82,GLV,"Betel leaves, big (kolkata)",2.3,OV,"Tomato, ripe, hybrid",0.67,F,Sapota ,0.51,F,"Raisins, dried, golden ",2.51,CSD,"Pepper, black",2.63,CSD,"Pepper, black",0.55,F,Goosberry ,2.99
F,"Water melon, pale green ",0.59,RT,"Radish, elongate, white skin",0.15,F,"Orange, pulp ",1.29,OV,Broad beans,2.11,OV,"Colocasia, stem, black",19.359486,OV,"Colocasia, stem, black",0.02,F,"Jack fruit, ripe",0.01,S,"Sugarcane, juice ",0.14,F,Pineapple ,0.13,OV,Bottlegourd,0.04,S,"Sugarcane, juice ",0.59,F,"Jambu fruit, ripe",7.63,CM,"Amaranth seed, pale brown",0,GLV,Lettuce,0.1,OV,"Ridge gourd, smooth skin",0.02,CM,"Wheat, bulgur",1.5,CSF,"Garlic, big clove",0,NOS,"Coconut, kernel, fresh ",8,GLV,Parsley,0.001,F,"Grapes, seedless, round, green ",0.24,F,"Water melon, dark green (sugar baby)",9.91,F,Litchi ,0.04,MMP,Khoa,0,F,Pineapple ,13.56,OV,Parwar,117,F,"Cherries, red ",0,F,"Palm fruit, tender ",1.25,OV,"Papaya, raw",0.08,F,"Jack fruit, ripe",22.63,CSF,"Garlic, big clove",6.28,CSF,"Garlic, big clove",0,F,Plum,1.33,F,"Grapes, seedless, round, green ",1.98,CSF,"Garlic, big clove",3.79,NOS,Almond ,2.28,OV,Broad beans,0.65,F,"Jack fruit, ripe",0.5,F,Strawberry ,2.5,OV,"Tomato, green",2.62,F,"Orange, pulp ",0.54,F,"Lemon, juice",2.9
F,"Mango, ripe, kesar ",0.54,CSF,"Garlic, small clove",0.14,F,"Grapes, seedless, round, green ",1.28,GLV,Spinach,2.05,OV,Bitter gourd,19.359486,OV,"Ridge gourd, smooth skin",0.02,F,"Pomegranate, maroon seeds",0.01,F,"Jambu fruit, ripe",0.14,NOS,"Arecanut, dried, brown ",0.12,MMP,"Milk, Whole, Cow",0.04,GL,"Horse gram, whole",0.59,F,Custard apple ,7.6,NOS,"Coconut, kernel, dry ",0,RT,"Radish, elongate, white skin",0.05,OV,"Plantain, stem",0.02,GL,"Bengal gram, dal",1.5,MF,Coconut Water,0,F,Pineapple ,7.61,NOS,Linseeds,0.001,F,"Palm fruit, tender ",0.23,F,"Musk melon, yellow flesh ",9.81,F,Mangosteen ,0.04,OV,"Pumpkin, green, cylindrical",0,F,"Musk melon, yellow flesh ",13.09,MMP,"Milk, Whole, Cow",115,F,"Palm fruit, tender ",0,F,"Apple, small, Kashmir ",1.22,F,"Papaya, ripe ",0.08,RT,"Radish, elongate, white skin",21.64,RT,Water Chestnut,6.16,RT,Water Chestnut,0,CSD,"Pepper, black",1.28,F,"Raisins, dried, black",1.97,F,"Palm fruit, tender ",3.74,F,Pear ,2.27,RT,"Radish, round, red skin",0.64,GL,"Black gram, dal",0.49,F,Pummelo,2.45,F,"Pomegranate, maroon seeds",2.59,OV,"Jack fruit, raw",0.53,F,"Raisins, dried, black",2.87
OV,Bottlegourd,0.53,RT,"Yam, elephant",0.14,CSF,"Onion, small",1.16,GLV,"Tamarind leaves, tender",2.04,OV,"Tomato, ripe, hybrid",18.881474,OV,"Tinda, tender",0.02,F,Mangosteen ,0.01,MMP,Paneer,0.13,RT,Colocasia,0.12,CSD,Coriander seeds,0.04,F,"Water melon, dark green (sugar baby)",0.59,NOS,"Arecanut, dried, brown ",7.54,CSD,Coriander seeds,0,RT,"Radish, round, red skin",0.05,MMP,Paneer,0.02,CM,"Rice, parboiled, milled",1.5,CM,"Amaranth seed, pale brown",0,CM,"Rice, raw, milled",7.49,GLV,Garden cress,0.001,F,Bael fruit ,0.23,F,"Lemon, juice",8.9,F,"Musk melon, orange flesh",0.04,F,Pear ,0,F,"Orange, pulp ",12.9,F,"Lemon, juice",113,S,"Sugarcane, juice ",0,F,Black berry (Rubus fruticosus),1.21,F,"Apple, small, Kashmir ",0.08,RT,"Radish, round, red skin",21.18,CSF,"Garlic, small clove",4.86,CSF,"Garlic, small clove",0,CSF,"Garlic, small clove",1.26,F,Goosberry ,1.94,F,"Musk melon, yellow flesh ",3.67,F,"Musk melon, yellow flesh ",2.27,OV,"Peas, fresh",0.63,OV,"Bamboo shoot, tender",0.49,F,"Raisins, dried, black",2.44,CM,"Wheat flour, atta",2.58,OV,Drumstick,0.53,CSD,"Cardamom, green",2.85
F,"Musk melon, yellow flesh ",0.53,RT,Beet root,0.14,F,"Grapes, seedless, round, black",1.15,OV,Cauliflower,2.03,OV,"Capsicum, yellow",18.642468,OV,Ridge gourd,0.02,F,"Lemon, juice",0.01,F,"Grapes, seedless, round, black",0.13,F,"Lemon, juice",0.12,F,"Cherries, red ",0.04,S,"Jaggery, cane ",0.58,MMP,"Milk, Whole, Cow",7.03,CSD,"Pepper, black",0,F,Mangosteen ,0,F,"Palm fruit, tender ",0.02,CM,"Rice, raw, milled",1.5,RT,"Radish, elongate, white skin",0,F,"Papaya, ripe ",6.98,OV,Broad beans,0.001,OV,"Tomato, ripe, hybrid",0.22,F,"Grapes, seedless, round, green ",8.43,F,"Water melon, dark green (sugar baby)",0.04,F,Fig ,0,F,"Mango, ripe, kesar ",12.36,MMP,"Milk,Whole,Buffollo",109,CM,Rice flakes,0,F,"Lemon, juice",1.21,F,"Lemon, juice",0.08,F,"Mango, ripe, paheri",20.4,CSF,"Onion, small",4.55,CSF,"Onion, small",0,F,"Apricot, dried ",1.21,F,"Dates, dry, pale brown ",1.92,OV,"Tomato, green",3.62,CSD,"Pepper, black",2.23,OV,"Papaya, raw",0.63,S,"Jaggery, cane ",0.49,RT,Beet root,2.31,NOS,Ground nut ,2.54,RT,"Radish, elongate, white skin",0.52,F,"Dates, dry, pale brown ",2.85
